correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,consolidate,consolodate,K AH N S AA L AH D EY T,consolidate,K AH N S AA L IH D EY T,"['consolidate', 'consolidates', 'consolidator', 'consolidated', 'consolidating']"
1.0,1.0,consolidated,consolodated,K AA N S AA L AH D EY T IH D,consolidated,K AH N S AA L AH D EY T AH D,"['consolidated', 'consolidating']"
1.0,1.0,consonant,consonent,K AH N S AH N AH N T,consonant,K AA N S AH N AH N T,"['consonant', 'continent', 'conversant', 'consumption', 'covenants', 'covenanter', 'consonants', 'consignment', 'consultant', 'covenant']"
1.0,1.0,consonants,consonents,K AH N S AH N AH N T S,consonants,K AA N S AH N AH N T S,"['consonants', 'continents', 'consignment', 'consultant', 'consonant', 'consultants', 'covenants']"
1.0,1.0,consortium,consorcium,K AH N S AO R SH Y AH M,consortium,K AH N S AO R SH Y AH M,"['consortium', 'consortium', 'consortia']"
0.0,1.0,constant,constatn,K AA N S T AE T AH N,constants,K AA N S T AH N T S,"['constants', 'constancy', 'constanta', 'constance', 'constant']"
0.0,1.0,constantly,constanly,K AA N S T AH N L IY,constancy,K AA N S T AH N S IY,"['constancy', 'constants', 'constable', 'uncertainly', 'constantly', 'instantly', 'constant', 'constantine', 'constance', 'wantonly']"
1.0,1.0,constituencies,consituencies,K AH N S IH CH UW AH N S IY Z,constituencies,K AH N S T IH CH UW AH N S IY Z,"['constituencies', 'constituents', 'constituency']"
0.0,1.0,constituency,consituency,K AH N S IH CH UW AH N S IY,consistency,K AH N S IH S T AH N S IY,"['consistency', 'constituency', 'constituent', 'constituents', 'constituencies']"
1.0,1.0,constituent,constituant,K AH N S T IH CH UW AH N T,constituent,K AH N S T IH CH UW AH N T,"['constituent', 'constituents', 'constituency']"
1.0,1.0,constituents,constituants,K AH N S T IH CH UW AH N T S,constituents,K AH N S T IH CH UW AH N T S,"['constituents', 'constituency', 'constituent', 'constituencies']"
0.0,1.0,constitution,consitution,K AA N S AH T UW SH AH N,consummation,K AA N S AH M EY SH AH N,"['consummation', 'consolation', 'convolution', 'constitution', 'connotation', 'connotations', 'consultation']"
0.0,0.0,constitution,constituion,K AA N S T IH CH UW AH N,constituent,K AH N S T IH CH UW AH N T,['constituent']
0.0,0.0,constitution,costitution,K AO S T IH T UW SH AH N,restitution,R EH S T IH T UW SH AH N,"['restitution', 'institution']"
1.0,1.0,constitutional,consitutional,K AA N S AH T UW SH AH N AH L,constitutional,K AA N S T AH T UW SH AH N AH L,"['constitutional', 'constitution', 'constitutionally']"
0.0,0.0,constitutional,constituional,K AA N S T IH CH UW N AH L,,,[]
0.0,1.0,constraints,constaints,K AH N S T EY N T S,constants,K AA N S T AH N T S,"['constants', 'constrains', 'constraint', 'constrained', 'constraints', 'understates', 'contents', 'consents', 'constrain']"
0.0,1.0,construction,constuction,K AH N S T AH K SH AH N,contraction,K AH N T R AE K SH AH N,"['contraction', 'consumption', 'conjunction', 'instruction', 'obstruction', 'construction', 'conduction', 'constriction', 'consumption', 'constructions']"
1.0,1.0,consummate,consumate,K AA N S AH M AH T,consummate,K AA N S AH M AH T,"['consummate', 'consummate', 'consulate', 'constant', 'consonant', 'consulates', 'condiment']"
1.0,1.0,consummated,consumated,K AA N S AH M EY T IH D,consummated,K AA N S AH M EY T AH D,"['consummated', 'consummating', 'conjugated', 'conjugated', 'consecrated', 'consummate']"
1.0,1.0,contains,containes,K AH N T EY N Z,contains,K AH N T EY N Z,"['contains', 'contained', 'container', 'canteens', 'condones', 'cantons', 'contend', 'confines', 'convenes', 'content']"
0.0,1.0,contains,countains,K AW N T AH N Z,cantons,K AE N T AH N Z,"['cantons', 'fountains', 'mountains', 'canteens', 'contains', 'captains', 'downturns', 'canyons', 'kansans', 'counsels']"
1.0,1.0,contaminate,contaiminate,K AH N T EY M AH N EY T,contaminate,K AH N T AE M AH N EY T,"['contaminate', 'concatenate', 'containment', 'contaminates']"
0.0,0.0,contemporary,contemporaneus,K AH N T EH M P ER EY N IY AH S,contemporaneous,K AH N T EH M P ER EY N IY AH S,"['contemporaneous', 'contemporaneously']"
1.0,1.0,contemporaries,contamporaries,K AH N T AE M P ER EH R IY Z,contemporaries,K AH N T EH M P ER EH R IY Z,"['contemporaries', 'contemporary']"
1.0,1.0,contemporary,contamporary,K AH N T AE M P ER EH R IY,contemporary,K AH N T EH M P ER EH R IY,"['contemporary', 'contemporaries']"
1.0,1.0,continuing,continueing,K AH N T IH N Y UW IH NG,continuing,K AH N T IH N Y UW IH NG,"['continuing', 'continuum', 'continual', 'continuous', 'continually', 'continued', 'continues', 'continue']"
0.0,0.0,continuous,continous,K AA N T AH N AH S,contents,K AA N T EH N T S,"['contents', 'mountainous', 'cantonal', 'convents', 'conference', 'conference', 'constance', 'constant', 'cottonseed', 'countenance']"
0.0,0.0,continuously,continously,K AA N T AH N AH S L IY,continuity,K AA N T AH N UW AH T IY,"['continuity', 'continents', 'continental', 'constantly', 'constancy']"
1.0,1.0,contributor,contributer,K AH N T R IH B Y UW T ER,contributor,K AH N T R IH B Y AH T ER,"['contributor', 'contributes', 'contribute', 'contributed', 'contributing', 'contributors']"
1.0,1.0,contributors,contributers,K AH N T R IH B Y AH T ER Z,contributors,K AH N T R IH B Y AH T ER Z,"['contributors', 'contributor']"
1.0,1.0,control,controll,K AH N T R OW L,control,K AH N T R OW L,"['control', 'cantrell', 'contrite', 'countries', 'contrive', 'cutthroat', 'contort', 'construe', 'consoles', 'consoled']"
1.0,1.0,controlled,controled,K AH N T R OW L D,controlled,K AH N T R OW L D,"['controlled', 'controls', 'controller', 'contrived', 'comptroller', 'construed', 'control', 'patrolled', 'controllers', 'consoled']"
1.0,1.0,controlling,controling,K AH N T R OW L IH NG,controlling,K AH N T R OW L IH NG,"['controlling', 'controllers', 'controller', 'patrolling', 'consoling', 'controlled', 'controls', 'decontrol', 'control', 'unrolling']"
1.0,1.0,controls,controlls,K AH N T R OW L Z,controls,K AH N T R OW L Z,"['controls', 'controlled', 'controller', 'comptroller', 'control', 'controllers', 'countries', 'patrols', 'consoles', 'controlling']"
1.0,1.0,controversial,contravercial,K AA N T R AH V ER SH AH L,controversial,K AA N T R AH V ER SH AH L,"['controversial', 'uncontroversial']"
1.0,1.0,controversial,controvercial,K AA N T R AH V ER SH AH L,controversial,K AA N T R AH V ER SH AH L,"['controversial', 'uncontroversial']"
0.0,1.0,controversies,controveries,K AA N T R AH V ER IY Z,controversy,K AA N T R AH V ER S IY,"['controversy', 'controversies', 'contravene']"
1.0,1.0,controversy,contraversy,K AA N T R AH V ER S IY,controversy,K AA N T R AH V ER S IY,"['controversy', 'controversies', 'contravene']"
1.0,1.0,controversy,controvercy,K AA N T R AH V ER S IY,controversy,K AA N T R AH V ER S IY,"['controversy', 'controversies', 'contravene']"
0.0,1.0,controversy,controvery,K AA N T R AH V ER IY,contravene,K AA N T R AH V IY N,"['contravene', 'controversy', 'controversies']"
0.0,1.0,convenient,conveinent,K AH N V EY N AH N T,convergent,K AH N V ER JH AH N T,"['convergent', 'conversant', 'convention', 'covenants', 'convenient', 'covenanter', 'covenant', 'conveyance', 'containment']"
1.0,1.0,convenient,convienient,K AH N V IY N IY AH N T,convenient,K AH N V IY N Y AH N T,"['convenient', 'convenience']"
0.0,1.0,conventional,convential,K AH N V EH N SH AH L,convention,K AH N V EH N SH AH N,"['convention', 'convection', 'contention', 'contentious', 'credential', 'conventions', 'consensual', 'conventional']"
1.0,1.0,conversion,convertion,K AH N V ER SH AH N,conversion,K AH N V ER ZH AH N,"['conversion', 'confession', 'concussion', 'condition', 'concession', 'conniption', 'connection', 'connexion', 'converses', 'coloration']"
1.0,1.0,coveted,coverted,K AH V ER T IH D,coveted,K AH V AH T IH D,"['coveted', 'perverted', 'committed', 'reverted', 'diverted', 'diverted', 'reverted', 'inverted', 'coverdale', 'corrupted']"
1.0,1.0,converter,convertor,K AH N V ER T ER,converter,K AH N V ER T ER,"['converter', 'converts', 'comforter', 'converts', 'converged', 'conversed', 'concerts', 'connector', 'convict', 'container']"
1.0,1.0,converters,convertors,K AH N V ER T ER Z,converters,K AH N V ER T ER Z,"['converters', 'comforters', 'converted', 'converses', 'converting', 'connectors', 'containers', 'converter', 'converts', 'conversed']"
1.0,1.0,conveyor,conveyer,K AH N V EY ER,conveyor,K AH N V EY ER,"['conveyor', 'conveys', 'conveyed', 'convene', 'converse', 'convert', 'converge', 'contain', 'confirm', 'converse']"
1.0,1.0,corporation,coorperation,K OW AO R P ER EY SH AH N,corporation,K AO R P ER EY SH AH N,"['corporation', 'corp', 'cooperation', 'cooperation', 'incorporation', 'corporations']"
1.0,1.0,coordination,coordiantion,K OW AO R D IY AE N SH AH N,coordination,K OW AO R D AH N EY SH AH N,['coordination']
0.0,0.0,coy,cpoy,S IY P OY,seeped,S IY P T,"['seeped', 'seeps', 'cheapo', 'cebu', 'savoy', 'seabee', 'depot', 'soapy', 'cheaper', 'supper']"
1.0,1.0,copyright,copywrite,K AA P IY R AY T,copyright,K AA P IY R AY T,"['copyright', 'copycat', 'cartwright', 'carport', 'copyrights', 'copywriter', 'copyrighted', 'copywriters']"
1.0,1.0,corporate,corparate,K AO R P ER AH T,corporate,K AO R P ER AH T,"['corporate', 'corporate', 'corporal', 'corporal', 'corpses', 'correlate', 'coronet', 'correlate', 'carpets', 'corpora']"
1.0,1.0,correspond,corrispond,K AO R AH S P AA N D,correspond,K AO R AH S P AA N D,"['correspond', 'corresponds', 'corresponding', 'corresponded']"
1.0,1.0,corresponded,corrisponded,K AO R AH S P AA N D IH D,corresponded,K AO R AH S P AA N D IH D,"['corresponded', 'corresponding', 'corresponds', 'correspond']"
1.0,1.0,correspondent,correspondant,K AO R AH S P AA N D AH N T,correspondent,K AO R AH S P AA N D AH N T,"['correspondent', 'correspondence', 'correspondents']"
1.0,1.0,correspondent,corrispondant,K AO R AH S P AA N D AH N T,correspondent,K AO R AH S P AA N D AH N T,"['correspondent', 'correspondence', 'correspondents']"
1.0,1.0,correspondents,correspondants,K AO R AH S P AA N D AH N T S,correspondents,K AO R AH S P AA N D AH N T S,"['correspondents', 'correspondence', 'correspondent']"
1.0,1.0,correspondents,corrispondants,K AO R AH S P AA N D AH N T S,correspondents,K AO R AH S P AA N D AH N T S,"['correspondents', 'correspondence', 'correspondent']"
0.0,1.0,corresponding,correponding,K AO R P AA N D IH NG,responding,R IH S P AA N D IH NG,"['responding', 'responding', 'correspond', 'corresponding']"
0.0,0.0,corresponding,correposding,K AO R P AO Z D IH NG,,,[]
1.0,1.0,corresponding,corrisponding,K AO R AH S P AA N D IH NG,corresponding,K AO R AH S P AA N D IH NG,"['corresponding', 'corresponded', 'corresponds', 'correspond', 'correspondingly']"
1.0,1.0,corresponds,corrisponds,K AO R AH S P AA N D Z,corresponds,K AO R AH S P AA N D Z,"['corresponds', 'correspond', 'corresponded', 'corresponding']"
1.0,1.0,corrosion,corosion,K ER OW ZH AH N,corrosion,K ER OW ZH AH N,"['corrosion', 'parisian', 'erosion', 'derision', 'coronal', 'kirkman', 'kirsten', 'coercion', 'immersion', 'occasion']"
1.0,1.0,sold,sould,S OW L D,sold,S OW L D,"['sold', 'celled', 'soiled', 'sealed', 'sailed', 'souls', 'soles', 'rolled', 'fold', 'polled']"
0.0,0.0,counselor,councellor,K AW N S L ER,candler,K AE N D L ER,"['candler', 'chancellor', 'council', 'counsel', 'chrysler', 'kreisler', 'cancel', 'cancers', 'console', 'koestler']"
0.0,0.0,counselors,councellors,K AW N S L ER Z,counsels,K AW N S AH L Z,"['counsels', 'councils', 'cancels', 'consoles', 'connoisseurs', 'concerns', 'conceals', 'counselor', 'counsellor', 'consular']"
0.0,1.0,countries,ocuntries,AO K AH N T R IY Z,auctioneers,AO K SH AH N IH R Z,"['auctioneers', 'warranties', 'countries', 'controls', 'canaries', 'contrary', 'coventry', 'country']"
0.0,1.0,country,ocuntry,AO K AH N T R IY,currently,K ER AH N T L IY,"['currently', 'oratory', 'circuitry', 'rocketry', 'construe', 'confetti', 'warranty', 'kentucky', 'contort', 'country']"
0.0,0.0,couturier,coururier,K UH R ER IY ER,courtier,K AO R T IY ER,"['courtier', 'cartier', 'creamier', 'crazier', 'curio', 'carriers', 'carriers', 'scarier', 'creator', 'screamer']"
0.0,1.0,covenant,convenant,K AH N V EY N AH N T,convergent,K AH N V ER JH AH N T,"['convergent', 'conversant', 'convention', 'covenants', 'convenient', 'covenanter', 'covenant', 'conveyance', 'containment']"
1.0,1.0,created,creaeted,K R IY EH T IH D,created,K R IY EY T IH D,"['created', 'created', 'creative', 'creating', 'crested', 'crusted', 'crafted', 'corrected', 'breasted', 'cresting']"
1.0,1.0,criterion,critereon,K R AY T IH R IY AH N,criterion,K R AY T IH R IY AH N,"['criterion', 'criteria']"
1.0,1.0,criticize,critisize,K R IH T IH S AY Z,criticize,K R IH T IH S AY Z,"['criticize', 'cretaceous', 'criticized', 'critics', 'criticizing', 'criticizes']"
1.0,1.0,criticized,critisized,K R IH T IH S AY Z D,criticized,K R IH T AH S AY Z D,"['criticized', 'criticize', 'criticizes', 'criticizing']"
1.0,1.0,criticizes,critisizes,K R IH T IH S AY Z IH Z,criticizes,K R IH T IH S AY Z IH Z,"['criticizes', 'criticizing', 'criticism', 'criticize']"
0.0,0.0,criticizing,critising,K R AY T AY Z IH NG,cauterizing,K AO T ER AY Z IH NG,"['cauterizing', 'itemizing', 'skywriting']"
1.0,1.0,criticizing,critisizing,K R IH T AH S AY Z IH NG,criticizing,K R IH T IH S AY Z IH NG,"['criticizing', 'criticizes', 'crystallizing', 'criticized']"
1.0,1.0,criticism,critisism,K R IH T IH S IH Z AH M,criticism,K R IH T IH S IH Z AH M,"['criticism', 'criticizes', 'mysticism', 'criticisms']"
1.0,1.0,criticisms,critisisms,K R IH T IH S IH Z AH M Z,criticisms,K R IH T IH S IH Z AH M Z,"['criticisms', 'criticism']"
0.0,0.0,critics,criticists,K R IH T IH S IH S T S,,,[]
1.0,1.0,crucifixion,crucifiction,K R UW S IH F IH K SH AH N,crucifixion,K R UW S IH F IH K SH AH N,['crucifixion']
0.0,1.0,cruises,crusies,K R UW Z IY Z,cruces,K R UW S IY Z,"['cruces', 'cruisers', 'cruises', 'crazies', 'crises', 'groupies', 'bruises', 'bruises', 'cruising', 'cronies']"
0.0,0.0,culminating,culiminating,K Y UW L IH M AH N EY T IH NG,,,[]
1.0,1.0,cumulative,cumulatative,K Y UW M Y AH L AH T IH V,cumulative,K Y UW M Y AH L AH T IH V,"['cumulative', 'accumulative', 'cumulatively']"
0.0,0.0,currently,currenly,K ER AH N L IY,currency,K ER AH N S IY,"['currency', 'cleanly', 'crunchy', 'serenely', 'burundi', 'currents', 'openly', 'evenly', 'cowardly', 'sternly']"
0.0,0.0,cyan,cxan,K S AE N,clan,K L AE N,"['clan', 'klan', 'gran', 'cayenne', 'cayenne', 'clang', 'crown', 'cram', 'crone', 'quinn', 'quin']"
0.0,1.0,dial,dael,D EY L,dale,D EY L,"['dale', 'deal', 'dial', 'del', 'dell', 'tail', 'tale', 'dull', 'dill', 'doyle']"
0.0,1.0,doubt,doub,D AW B,dab,D AE B,"['dab', 'dhows', 'dob', 'down', 'douse', 'dowse', 'dub', 'deb', 'doubt', 'dowie']"
1.0,1.0,debatable,debateable,D EH B AH T AH B AH L,debatable,D AH B EY T AH B AH L,"['debatable', 'habitable', 'heritable', 'charitable', 'equitable']"
1.0,1.0,deceived,decieved,D IH S IY V D,deceived,D IH S IY V D,"['deceived', 'received', 'deserved', 'diseased', 'received', 'deceased', 'disowned', 'descend', 'perceived', 'discerned']"
0.0,0.0,decidable,decideable,D IH S AY D AH B AH L,desirable,D IH Z AY R AH B AH L,"['desirable', 'desirable', 'discernible', 'definable', 'excitable', 'decidedly', 'admissible']"
1.0,1.0,decide,deside,D IH S AY D,decide,D IH S AY D,"['decide', 'beside', 'deride', 'defied', 'denied', 'divide', 'reside', 'deceit', 'desire', 'design']"
0.0,0.0,decidedly,decidely,D IH S AY D L IY,deciding,D IH S AY D IH NG,"['deciding', 'decided', 'divinely', 'deciphered', 'disciple', 'displease', 'despised', 'disguised', 'decider', 'decides']"
0.0,1.0,insidious,ecidious,IH S IH D IY AH S,assiduous,AH S IH D W AH S,"['assiduous', 'iridium', 'odysseus', 'studious', 'seditious', 'silliness', 'ciliates', 'insidious', 'silliest', 'serious']"
1.0,1.0,decipher,decypher,D IH S AY F ER,decipher,D IH S AY F ER,"['decipher', 'decider', 'designer', 'decides', 'divisor', 'divider', 'desires', 'desired', 'discerns', 'discerned']"
1.0,1.0,deciphered,decyphered,D IH S AY F ER D,deciphered,D IH S AY F ER D,"['deciphered', 'decided', 'deciding', 'despised', 'disguised', 'disturbed', 'inspired', 'decipher', 'desired', 'decider']"
1.0,1.0,decision,descision,D IH S IH ZH AH N,decision,D IH S IH ZH AH N,"['decision', 'rescission', 'division', 'diversion', 'delusion', 'incision', 'excision', 'dickerson', 'deerskin', 'madison']"
1.0,1.0,decisions,descisions,D IH S IH ZH AH N Z,decisions,D IH S IH ZH AH N Z,"['decisions', 'divisions', 'diversions', 'delusions', 'incisions', 'dispersion', 'decision', 'rescission', 'division', 'incision']"
0.0,1.0,decompose,decomposit,D IY K AH M P OW Z AH T,decomposes,D IY K AH M P OW Z IH Z,"['decomposes', 'decomposing', 'decomposed', 'decompose']"
0.0,0.0,decomposed,decomposited,D IY K AH M P AA Z AH T IH D,,,[]
0.0,0.0,decomposes,decomposits,D IY K AH M P OW Z AH T S,,,[]
1.0,1.0,decomposing,decompositing,D IY K AH M P OW Z AH T IH NG,decomposing,D IY K AH M P OW Z IH NG,['decomposing']
0.0,1.0,defiance,definance,D IH F AY N AE N S,refinance,R IY F AY N AE N S,"['refinance', 'finances', 'financier', 'financing', 'defiance', 'financed', 'finance']"
1.0,1.0,define,deffine,D EH F AY N,define,D IH F AY N,"['define', 'deafen', 'divine', 'devin', 'devon', 'geffen', 'refine', 'refine', 'dauphin', 'design']"
1.0,1.0,defined,deffined,D IH F AY N D,defined,D IH F AY N D,"['defined', 'defend', 'defines', 'refined', 'designed', 'defamed', 'depend', 'refined', 'discerned', 'descend']"
1.0,1.0,definite,definate,D EH F AH N EY T,definite,D EH F AH N AH T,"['definite', 'detonate', 'hyphenate', 'deficit', 'decimate', 'deafening', 'dominate', 'desolate', 'geminate', 'resonate']"
1.0,1.0,definite,definit,D EH F AH N AH T,definite,D EH F AH N AH T,"['definite', 'deficit', 'deafening', 'detonate', 'desolate', 'geminate', 'baronet', 'desolate', 'infinite', 'delicate']"
1.0,1.0,definitely,definately,D EH F AH N AH T L IY,definitely,D EH F AH N AH T L IY,"['definitely', 'infinitely', 'delicately', 'defiantly', 'differently', 'eminently', 'indefinite', 'definite', 'indefinitely']"
1.0,1.0,definitely,definatly,D EH F IH N AH T L IY,definitely,D EH F AH N AH T L IY,['definitely']
1.0,1.0,definitely,definetly,D EH F IH N IH T L IY,definitely,D EH F AH N AH T L IY,['definitely']
1.0,1.0,definitely,definitly,D EH F IH N IH T L IY,definitely,D EH F AH N AH T L IY,['definitely']
0.0,1.0,deities,dieties,D AY AH T IY Z,dieters,D AY AH T ER Z,"['dieters', 'deities', 'diocese', 'dioceses', 'hyades', 'diapers', 'rioters', 'dieting', 'siamese', 'nineties']"
1.0,1.0,deity,diety,D AY AH T IY,deity,D IY AH T IY,"['deity', 'piety', 'diets', 'laity', 'dainty', 'dusty', 'coyote', 'duty', 'dials', 'slutty']"
0.0,0.0,demeanour,damenor,D AE M AH N ER,tammany,T AE M AH N IY,"['tammany', 'domino', 'laminar', 'lamina', 'diamond', 'demons', 'commoner', 'damaged', 'hammond', 'salmons']"
0.0,0.0,demeanour,demenor,D IH M EH N ER,demand,D IH M AE N D,"['demand', 'dement', 'designer', 'demeans', 'demeaned', 'demeter', 'defence', 'defend', 'cement', 'depend']"
0.0,1.0,demographic,demographical,D EH M AH G R AE F IH K AH L,demographically,D EH M AH G R AE F IH K L IY,"['demographically', 'demographics', 'demographic']"
1.0,1.0,denigrating,denegrating,D EH N AH G R EY T IH NG,denigrating,D EH N IH G R EY T IH NG,"['denigrating', 'penetrating', 'denigrated', 'integrating', 'integrating', 'emigrating', 'delegating', 'denigrate']"
1.0,1.0,dependence,dependance,D IH P EH N D AH N S,dependence,D IH P EH N D AH N S,"['dependence', 'dependent', 'defendant', 'repentance', 'descendant', 'descendent', 'dependency', 'dependents', 'defendants', 'descendants']"
1.0,1.0,dependency,dependancy,D IH P EH N D AH N S IY,dependency,D IH P EH N D AH N S IY,"['dependency', 'dependents', 'defendants', 'descendants', 'dependence', 'dependencies', 'despondency', 'dependent']"
1.0,1.0,dependent,dependant,D IH P EH N D AH N T,dependent,D IH P EH N D AH N T,"['dependent', 'defendant', 'descendant', 'descendent', 'dependence', 'repentant', 'depressant', 'dependents', 'depended', 'defendants']"
0.0,0.0,derived,deriviated,D ER IH V IY EY T IH D,deviated,D IY V IY EY T IH D,['deviated']
1.0,1.0,derived,dirived,D ER AY V D,derived,D ER AY V D,"['derived', 'derives', 'drives', 'thrived', 'bereaved', 'driver', 'delved', 'darius', 'durward', 'swerved']"
1.0,1.0,derogatory,derogitory,D ER AA JH AH T AO R IY,derogatory,D ER AA G AH T AO R IY,['derogatory']
1.0,1.0,descendant,decendant,D IH S EH N D AH N T,descendant,D IH S EH N D AH N T,"['descendant', 'descendent', 'defendant', 'dependent', 'discernment', 'dependence', 'disseminate', 'descendants', 'discredit', 'dissidents']"
1.0,1.0,descendant,descendent,D IH S EH N D AH N T,descendant,D IH S EH N D AH N T,"['descendant', 'descendent', 'defendant', 'dependent', 'discernment', 'dependence', 'disseminate', 'descendants', 'discredit', 'dissidents']"
1.0,1.0,descendants,decendants,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'defendants', 'dependents', 'dependency', 'disseminates', 'discredits', 'descendant', 'descendent', 'despondent', 'descendants']"
1.0,1.0,descendants,decendents,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'defendants', 'dependents', 'dependency', 'disseminates', 'discredits', 'descendant', 'descendent', 'despondent', 'descendants']"
1.0,1.0,descendants,descendents,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'defendants', 'dependents', 'dependency', 'disseminates', 'discredits', 'descendant', 'descendent', 'despondent', 'descendants']"
0.0,0.0,describe,decribe,D IH K R AY B,decried,D IH K R AY D,"['decried', 'decries', 'deprive', 'decline', 'decreed', 'decrees', 'decrease', 'ascribe', 'declare', 'derides']"
1.0,1.0,describe,discribe,D IH S K R AY B,describe,D IH S K R AY B,"['describe', 'discrete', 'discreet', 'inscribe', 'discard', 'discord', 'discourse', 'decrying', 'described', 'describes']"
0.0,0.0,described,decribed,D IH K R AY B D,deprived,D IH P R AY V D,"['deprived', 'declined', 'ascribed', 'decrying', 'declared', 'discard', 'discord', 'derided', 'describe', 'deriding']"
1.0,1.0,described,discribed,D IH S K R AY B D,described,D IH S K R AY B D,"['described', 'describes', 'inscribed', 'inscribes', 'discards', 'describe', 'ascribed', 'describing', 'discard', 'discord']"
0.0,1.0,describes,decribes,D IH K R AY B Z,deprives,D IH P R AY V Z,"['deprives', 'declines', 'ascribes', 'decrying', 'declares', 'describe', 'describes', 'decries', 'inscribe', 'derives']"
1.0,1.0,describes,discribes,D IH S K R AY B Z,describes,D IH S K R AY B Z,"['describes', 'described', 'inscribes', 'inscribed', 'discards', 'describe', 'ascribes', 'describing', 'inscribe', 'scribes']"
0.0,1.0,describing,decribing,D IH K R AY B IH NG,depriving,D IH P R AY V IH NG,"['depriving', 'declining', 'decreasing', 'declaring', 'describes', 'describing', 'decrying', 'described', 'deriding', 'inscribing']"
1.0,1.0,describing,discribing,D IH S K R AY B IH NG,describing,D IH S K R AY B IH NG,"['describing', 'inscribing', 'discarding', 'described', 'describes', 'describe', 'decrying']"
1.0,1.0,desiccated,dessicated,D EH S AH K EY T IH D,desiccated,D EH S AH K EY T AH D,"['desiccated', 'decimated', 'dissipated', 'dedicated', 'decimating', 'suffocated', 'indicated', 'advocated', 'estimated', 'escalated']"
0.0,0.0,designed,desgined,D EH S G IH N D,destined,D EH S T IH N D,['destined']
1.0,1.0,designed,dessigned,D IH S AY N D,designed,D IH Z AY N D,"['designed', 'discerned', 'descend', 'disowned', 'defined', 'designs', 'descent', 'dissent', 'resigned', 'desired']"
1.0,1.0,desirable,desireable,D IH Z AY ER AH B AH L,desirable,D IH Z AY ER AH B AH L,"['desirable', 'desirable', 'definable', 'discernible', 'divisible', 'miserable']"
1.0,1.0,despair,dispair,D IH S P EH R,despair,D IH S P EH R,"['despair', 'dispel', 'dispatch', 'disperse', 'despise', 'despite', 'dispose', 'misspell', 'diskette', 'display']"
1.0,1.0,disparate,desparate,D IH S P EH R IH T,disparate,D IH S P EH R IH T,"['disparate', 'disparage', 'despairing', 'dispelling', 'dispensed', 'district', 'misprint', 'disrepair', 'disparaged', 'despaired']"
1.0,1.0,desperation,despiration,D EH S P ER EY SH AH N,desperation,D EH S P ER EY SH AH N,"['desperation', 'desperation', 'respiration', 'perspiration', 'declaration', 'desolation', 'restoration', 'inspiration', 'decimation', 'expiration']"
1.0,1.0,despicable,dispicable,D IH S P IH K AH B AH L,despicable,D IH S P IH K AH B AH L,"['despicable', 'disposable', 'depreciable']"
1.0,1.0,despite,dispite,D IH S P AY T,despite,D IH S P AY T,"['despite', 'despise', 'despot', 'diskette', 'dispatch', 'disperse', 'dispel', 'despair', 'dispose', 'dislike']"
0.0,0.0,story,stroy,S T R OY,strew,S T R UW,"['strew', 'straw', 'stray', 'screw', 'stirred', 'sorrow', 'elroy', 'leroy', 'spry', 'stirs']"
1.0,1.0,destructive,distructive,D IH S T R AH K T IH V,destructive,D IH S T R AH K T IH V,"['destructive', 'destructed', 'destructing', 'distracted', 'distracting', 'distrusted', 'instructive', 'distinctive', 'obstructive', 'instructed']"
1.0,1.0,detached,detatched,D IY T AE CH T,detached,D IY T AE CH T,"['detached', 'detached', 'detest', 'detroit', 'reattach', 'statute', 'detach', 'detach', 'attached', 'detaches']"
1.0,1.0,detailed,detailled,D IH T EY L D,detailed,D IH T EY L D,"['detailed', 'details', 'detained', 'derailed', 'details', 'curtailed', 'retailed', 'whittled', 'derails', 'defamed']"
0.0,1.0,determining,determinining,D IH T ER M AH N AH N IH NG,determinants,D IH T ER M AH N AH N T S,"['determinants', 'determination', 'determinant', 'determining']"
1.0,1.0,detrimental,detremental,D EH T R AH M EH N T AH L,detrimental,D EH T R AH M EH N T AH L,"['detrimental', 'sentimental', 'detrimental']"
0.0,1.0,develop,develope,D IH V EH L AH P IY,developer,D IH V EH L AH P ER,"['developer', 'developed', 'develops', 'envelops', 'develop', 'developers', 'developing', 'envelop']"
1.0,1.0,developed,developped,D IH V EH L AH P T,developed,D IH V EH L AH P T,"['developed', 'develops', 'developer', 'enveloped', 'envelops', 'develop', 'developers', 'developing', 'envelop', 'undeveloped']"
1.0,1.0,development,devolopement,D IH V AA L AH P M AH N T,development,D IH V EH L AH P M AH N T,"['development', 'developments']"
0.0,1.0,device,divice,D IH V AH S,davis,D EY V AH S,"['davis', 'diverse', 'device', 'devise', 'devise', 'divas', 'davis', 'diverse', 'deface', 'ditches']"
0.0,0.0,didn't,didnt,D IH D N T,disney,D IH Z N IY,"['disney', 'desert', 'dessert', 'digit', 'digit', 'deduce', 'sydney', 'sidney', 'divert', 'devout']"
0.0,0.0,idea,diea,D IY AH,tia,T IY AH,"['tia', 'gaea', 'thea', 'via', 'deal', 'ria', 'rhea', 'mia', 'deed', 'leah']"
